,mean,mean,mean,mean,mean,mean,count,count,count,count,count,count
,random_r,random_r1,random_r2,sr1u,sro,ur2o,random_r,random_r1,random_r2,sr1u,sro,ur2o
50,4.847542,1.9483679999999999,1.9236790000000004,3.7965899999999997,4.54141,3.6573599999999997,10,10,10,10,10,10
51,4.8479529999999995,1.9412479999999999,1.9169310000000004,3.77697,4.5364,3.6362,10,10,10,10,10,10
52,4.848374999999999,1.9341979999999999,1.910243,3.7574400000000003,4.531569999999999,3.61509,10,10,10,10,10,10
53,4.848814,1.927206,1.903621,3.73793,4.52691,3.5940600000000003,10,10,10,10,10,10
54,4.849256,1.920287,1.897063,3.7184800000000005,4.52238,3.57308,10,10,10,10,10,10
55,4.8497010000000005,1.9134259999999998,1.890558,3.6990600000000002,4.517989999999999,3.55215,10,10,10,10,10,10
56,4.8501590000000006,1.9066189999999998,1.8841130000000004,3.67969,4.513769999999999,3.53128,10,10,10,10,10,10
57,4.850624,1.8998789999999999,1.8777149999999996,3.66038,4.509690000000001,3.51045,10,10,10,10,10,10
58,4.851100999999999,1.893189,1.8713710000000003,3.6410600000000004,4.50578,3.48968,10,10,10,10,10,10
59,4.85159,1.8865519999999996,1.865074,3.621809999999999,4.50196,3.4689300000000003,10,10,10,10,10,10
60,4.852083,1.8799620000000001,1.858829,3.6025900000000006,4.498309999999999,3.4482500000000003,10,10,10,10,10,10
61,4.85259,1.8734220000000001,1.852626,3.5833800000000005,4.49479,3.427590000000001,10,10,10,10,10,10
62,4.853099,1.8669300000000004,1.846474,3.56421,4.491420000000001,3.407,10,10,10,10,10,10
63,4.853617,1.860485,1.840351,3.5450700000000004,4.488160000000001,3.38642,10,10,10,10,10,10
64,4.854141,1.8540839999999998,1.8342789999999998,3.52593,4.485030000000001,3.3658899999999994,10,10,10,10,10,10
65,4.854687,1.8477229999999996,1.828249,3.50685,4.48203,3.3453899999999996,10,10,10,10,10,10
66,4.855229,1.8414060000000003,1.8222450000000001,3.4878,4.479169999999999,3.32495,10,10,10,10,10,10
67,4.855778000000001,1.8351300000000001,1.8162919999999996,3.4687399999999995,4.476419999999999,3.3045099999999996,10,10,10,10,10,10
68,4.856339,1.828885,1.810362,3.4497500000000003,4.4738,3.28414,10,10,10,10,10,10
69,4.8569119999999995,1.822681,1.8044729999999998,3.4307500000000006,4.47128,3.2638000000000007,10,10,10,10,10,10
70,4.857487000000001,1.816512,1.798619,3.4117599999999997,4.4689000000000005,3.2434800000000004,10,10,10,10,10,10
71,4.8580749999999995,1.810374,1.7927899999999997,3.39281,4.46663,3.2232100000000004,10,10,10,10,10,10
72,4.858672999999999,1.8042769999999997,1.7869959999999998,3.3739000000000003,4.46449,3.2029699999999997,10,10,10,10,10,10
73,4.859277999999999,1.7982080000000003,1.7812329999999998,3.35499,4.4624299999999995,3.18275,10,10,10,10,10,10
74,4.859885000000001,1.792158,1.775495,3.33612,4.460509999999999,3.16258,10,10,10,10,10,10
75,4.860505000000001,1.786157,1.7697800000000001,3.31726,4.45867,3.14245,10,10,10,10,10,10
76,4.861129999999999,1.780174,1.7640930000000001,3.2984400000000003,4.45697,3.12234,10,10,10,10,10,10
77,4.861768,1.7742250000000002,1.7584379999999995,3.2796399999999997,4.45538,3.10228,10,10,10,10,10,10
78,4.86241,1.768292,1.752799,3.2608700000000006,4.45388,3.0822800000000004,10,10,10,10,10,10
79,4.8630580000000005,1.762397,1.747185,3.24212,4.45249,3.06229,10,10,10,10,10,10
80,4.863722,1.7565150000000003,1.7415919999999996,3.22341,4.451179999999999,3.04235,10,10,10,10,10,10
81,4.864389000000001,1.750658,1.73602,3.2046900000000003,4.450010000000001,3.0224499999999996,10,10,10,10,10,10
82,4.865062999999999,1.7448310000000002,1.730471,3.1860100000000005,4.4489399999999995,3.0025899999999996,10,10,10,10,10,10
83,4.865742,1.7390219999999998,1.724941,3.1673699999999996,4.44796,2.98279,10,10,10,10,10,10
84,4.866436,1.7332290000000001,1.7194249999999998,3.1487700000000003,4.447069999999999,2.96299,10,10,10,10,10,10
85,4.867133,1.727468,1.7139239999999998,3.1302000000000003,4.446289999999999,2.94326,10,10,10,10,10,10
86,4.867844000000001,1.7217190000000002,1.708448,3.1116500000000005,4.4456299999999995,2.9235999999999995,10,10,10,10,10,10
87,4.868546,1.7159910000000003,1.702982,3.0931300000000004,4.445030000000001,2.90397,10,10,10,10,10,10
88,4.869277,1.710283,1.697533,3.0746599999999997,4.44455,2.88437,10,10,10,10,10,10
89,4.870005000000001,1.7045919999999999,1.6921089999999999,3.05623,4.44417,2.86482,10,10,10,10,10,10
90,4.870742999999999,1.6989170000000002,1.686682,3.0378099999999995,4.44387,2.8453399999999998,10,10,10,10,10,10
91,4.8714889999999995,1.69326,1.681282,3.01945,4.4436599999999995,2.8258900000000002,10,10,10,10,10,10
92,4.872237,1.6876140000000004,1.6758870000000001,3.0011300000000003,4.44355,2.80652,10,10,10,10,10,10
93,4.872998,1.681984,1.670505,2.98282,4.44353,2.7871799999999998,10,10,10,10,10,10
94,4.873761,1.6763780000000001,1.66513,2.9645799999999993,4.44363,2.76791,10,10,10,10,10,10
95,4.874541000000001,1.670769,1.6597760000000001,2.9463800000000004,4.4437999999999995,2.74869,10,10,10,10,10,10
96,4.875321999999999,1.6651859999999998,1.654429,2.9282100000000004,4.44408,2.72954,10,10,10,10,10,10
97,4.876119,1.659619,1.6490839999999998,2.9101000000000004,4.4444300000000005,2.7104399999999997,10,10,10,10,10,10
98,4.876916,1.6540579999999998,1.6437520000000003,2.89202,4.44489,2.69141,10,10,10,10,10,10
99,4.877722,1.64851,1.63843,2.87401,4.44543,2.67241,10,10,10,10,10,10
