,mean,mean,mean,mean,count,count,count,count
,random_r,random_r1,sr1o,sro,random_r,random_r1,sr1o,sro
74,8.506398,0.13113,1.5523500000000001,5.348599999999999,10,10,10,10
75,8.507899,0.130356,1.52355,5.3363499999999995,10,10,10,10
76,8.509409999999999,0.129604,1.49544,5.32442,10,10,10,10
77,8.510935,0.128854,1.4680300000000002,5.31279,10,10,10,10
78,8.512477,0.128118,1.4412699999999998,5.30148,10,10,10,10
79,8.514033999999999,0.12739099999999998,1.4152099999999999,5.29048,10,10,10,10
80,8.515592999999999,0.12666799999999998,1.3898000000000001,5.279749999999999,10,10,10,10
81,8.517172,0.12596500000000002,1.3649999999999998,5.2693,10,10,10,10
82,8.518758,0.12526299999999999,1.34081,5.25912,10,10,10,10
83,8.520356,0.12457200000000002,1.3172199999999998,5.24923,10,10,10,10
84,8.521964,0.12389500000000002,1.2942199999999997,5.23956,10,10,10,10
85,8.523584,0.12322,1.27178,5.2301400000000005,10,10,10,10
86,8.525208000000001,0.12255099999999997,1.2499,5.220979999999999,10,10,10,10
87,8.526849,0.121895,1.2285400000000002,5.21203,10,10,10,10
88,8.528492,0.12124799999999998,1.20772,5.20332,10,10,10,10
89,8.530148999999998,0.12059800000000001,1.18739,5.194820000000001,10,10,10,10
90,8.531825000000001,0.11996900000000002,1.1675499999999999,5.18654,10,10,10,10
91,8.533512000000002,0.119337,1.1482199999999998,5.178459999999999,10,10,10,10
92,8.535208999999998,0.11871600000000002,1.12936,5.170579999999999,10,10,10,10
93,8.536932,0.118093,1.11091,5.162889999999999,10,10,10,10
94,8.538664,0.11748100000000002,1.09294,5.1554,10,10,10,10
95,8.540421999999998,0.116878,1.07539,5.14809,10,10,10,10
96,8.542196,0.11627000000000001,1.0582799999999999,5.1409400000000005,10,10,10,10
97,8.543991,0.11568100000000003,1.0415400000000001,5.13398,10,10,10,10
98,8.545803000000001,0.115096,1.02525,5.127190000000001,10,10,10,10
99,8.547627,0.11451200000000002,1.0093200000000002,5.12052,10,10,10,10
