,mean,mean,mean,mean,mean,mean,mean,count,count,count,count,count,count,count
,random_r,random_r1,sr1o,sro,zmscore,zrandom_rank,zrank,random_r,random_r1,sr1o,sro,zmscore,zrandom_rank,zrank
iteration,,,,,,,,,,,,,,
152,5.474317500000001,1.9268325000000002,1.84266,4.17471,13429.2,100.65,2149.6,10,10,10,10,10,10,10
153,5.4748825000000005,1.9238924999999998,1.8292100000000002,4.174040000000001,13430.7,101.075,2157.1,10,10,10,10,10,10,10
154,5.4754475,1.9209475000000005,1.81586,4.17345,13433.1,101.2,2165.9,10,10,10,10,10,10,10
155,5.4760175,1.9180225,1.80259,4.17294,13435.2,101.4,2175.5,10,10,10,10,10,10,10
156,5.476587500000001,1.9151150000000001,1.7894400000000001,4.172459999999999,13437.7,101.575,2185.7,10,10,10,10,10,10,10
157,5.4771625,1.9122200000000003,1.7763900000000004,4.1720299999999995,13440.9,101.625,2196.7,10,10,10,10,10,10,10
158,5.477735,1.9093449999999996,1.76342,4.17168,13443.5,101.95,2206.8,10,10,10,10,10,10,10
159,5.478317500000001,1.9064725,1.7505499999999998,4.1713700000000005,13446.1,102.125,2217.35,10,10,10,10,10,10,10
160,5.478912499999999,1.9036125000000002,1.7377700000000005,4.171090000000001,13449.2,102.3,2227.4,10,10,10,10,10,10,10
161,5.479487499999999,1.9007724999999998,1.7250999999999999,4.17091,13452.0,102.45,2237.8,10,10,10,10,10,10,10
162,5.480075000000001,1.8979424999999999,1.7125299999999999,4.17074,13454.8,102.6,2248.8,10,10,10,10,10,10,10
163,5.48067,1.89511,1.7000500000000003,4.17063,13457.7,102.7,2260.3,10,10,10,10,10,10,10
164,5.48126,1.8923100000000002,1.68767,4.170620000000001,13459.5,102.95,2269.0,10,10,10,10,10,10,10
165,5.48186,1.8895125000000004,1.6753799999999999,4.170599999999999,13462.9,103.025,2279.1,10,10,10,10,10,10,10
166,5.482472500000001,1.8867225,1.6631900000000002,4.17067,13465.5,103.175,2288.9,10,10,10,10,10,10,10
167,5.4830775,1.8839525,1.65109,4.170769999999999,13468.8,103.175,2293.9,10,10,10,10,10,10,10
168,5.4836775,1.8811849999999999,1.63906,4.17094,13471.0,103.25,2299.5,10,10,10,10,10,10,10
169,5.484282499999999,1.8784450000000004,1.6271499999999999,4.17115,13472.7,103.45,2305.1,10,10,10,10,10,10,10
170,5.484905,1.8756974999999998,1.6153499999999998,4.17141,13475.5,103.55,2310.8,10,10,10,10,10,10,10
171,5.4855225,1.8729725,1.60363,4.1717200000000005,13477.3,103.6,2313.2,10,10,10,10,10,10,10
172,5.4861450000000005,1.870245,1.5919800000000002,4.17209,13479.3,103.775,2316.8,10,10,10,10,10,10,10
173,5.486765,1.86754,1.5804400000000003,4.172490000000001,13481.6,103.9,2320.3,10,10,10,10,10,10,10
174,5.487394999999999,1.8648399999999996,1.56899,4.172929999999999,13484.0,104.025,2323.3,10,10,10,10,10,10,10
175,5.488004999999999,1.8621625000000002,1.55764,4.17343,13486.6,104.1,2325.2,10,10,10,10,10,10,10
176,5.488649999999999,1.8594875000000002,1.5463500000000001,4.174,13488.5,104.25,2326.9,10,10,10,10,10,10,10
177,5.4892875,1.8568225000000003,1.53518,4.174580000000001,13491.4,104.475,2329.0,10,10,10,10,10,10,10
178,5.489920000000001,1.8541675000000002,1.5241000000000002,4.17523,13493.0,104.6,2330.4,10,10,10,10,10,10,10
179,5.4905675,1.8515249999999999,1.5130700000000001,4.1759200000000005,13494.0,104.65,2331.3,10,10,10,10,10,10,10
180,5.491202500000001,1.8488924999999998,1.50217,4.1766499999999995,13494.8,104.775,2332.3,10,10,10,10,10,10,10
181,5.4918525,1.8462674999999997,1.49134,4.177429999999999,13495.9,104.9,2332.8,10,10,10,10,10,10,10
182,5.492500000000001,1.8436574999999997,1.48061,4.17826,13497.2,105.075,2333.6,10,10,10,10,10,10,10
183,5.493157500000001,1.8410449999999998,1.46995,4.17911,13498.5,105.025,2333.3,10,10,10,10,10,10,10
184,5.4938125,1.8384575,1.4593800000000001,4.180020000000001,13499.4,105.1,2333.4,10,10,10,10,10,10,10
185,5.494475,1.8358650000000005,1.4489,4.18098,13501.2,105.2,2332.5,10,10,10,10,10,10,10
186,5.4951324999999995,1.8332974999999998,1.4385100000000002,4.18197,13502.0,105.2,2332.1,10,10,10,10,10,10,10
187,5.495794999999999,1.8307300000000002,1.42819,4.1830099999999995,13503.8,105.325,2332.0,10,10,10,10,10,10,10
188,5.496464999999999,1.8281725000000002,1.41796,4.18408,13505.0,105.475,2332.0,10,10,10,10,10,10,10
189,5.4971325,1.8256124999999996,1.40781,4.1852,13505.1,105.575,2331.9,10,10,10,10,10,10,10
190,5.497812499999999,1.8230725000000003,1.39774,4.18638,13506.1,105.55,2331.6,10,10,10,10,10,10,10
191,5.4984825,1.8205449999999999,1.38776,4.1875599999999995,13506.8,105.575,2331.8,10,10,10,10,10,10,10
192,5.4991625,1.8180249999999998,1.3778700000000002,4.188809999999999,13508.6,105.6,2331.5,10,10,10,10,10,10,10
193,5.4998475,1.8155050000000004,1.3680299999999999,4.19007,13509.4,105.7,2331.1,10,10,10,10,10,10,10
194,5.500532499999999,1.8129974999999998,1.3583000000000003,4.191409999999999,13510.8,105.7,2330.8,10,10,10,10,10,10,10
195,5.5012175,1.8105075,1.34863,4.19276,13511.9,105.7,2331.0,10,10,10,10,10,10,10
196,5.501905,1.80801,1.3390499999999999,4.19416,13512.8,105.725,2330.5,10,10,10,10,10,10,10
197,5.502610000000001,1.8055350000000001,1.3295500000000002,4.19558,13513.6,105.675,2330.0,10,10,10,10,10,10,10
198,5.5032975,1.8030674999999998,1.3201100000000001,4.197039999999999,13515.4,105.675,2329.8,10,10,10,10,10,10,10
199,5.50401,1.800595,1.31076,4.198549999999999,13517.1,105.675,2329.2,10,10,10,10,10,10,10
200,5.504709999999998,1.7981500000000001,1.30149,4.20008,13517.5,105.625,2328.6,10,10,10,10,10,10,10
201,5.505412499999999,1.7957050000000003,1.2922999999999998,4.20167,13519.0,105.7,2328.2,10,10,10,10,10,10,10
202,5.50612,1.79325,1.28318,4.20326,13520.5,105.7,2327.7,10,10,10,10,10,10,10
203,5.5068174999999995,1.7908275,1.2741200000000001,4.2049,13521.1,105.775,2328.0,10,10,10,10,10,10,10
204,5.50755,1.7884024999999997,1.2651600000000003,4.20656,13522.0,105.8,2328.2,10,10,10,10,10,10,10
205,5.508265,1.7859775,1.25625,4.20829,13523.2,105.725,2327.7,10,10,10,10,10,10,10
206,5.50898,1.7835825,1.24743,4.21002,13524.6,105.75,2327.7,10,10,10,10,10,10,10
207,5.5097024999999995,1.781175,1.2386700000000002,4.21178,13525.4,105.75,2327.6,10,10,10,10,10,10,10
208,5.5104325,1.7787775,1.22999,4.213590000000001,13527.0,105.75,2327.1,10,10,10,10,10,10,10
209,5.51116,1.7763975000000003,1.22139,4.2154300000000005,13529.3,105.75,2326.9,10,10,10,10,10,10,10
210,5.5118925,1.7740224999999998,1.21283,4.217280000000001,13531.3,105.75,2326.8,10,10,10,10,10,10,10
211,5.512624999999999,1.77165,1.2043599999999999,4.2191600000000005,13532.8,105.775,2326.5,10,10,10,10,10,10,10
212,5.513365000000001,1.7692800000000002,1.19594,4.2211099999999995,13533.8,105.75,2326.3,10,10,10,10,10,10,10
213,5.514095,1.76692,1.18763,4.22305,13534.3,105.75,2326.2,10,10,10,10,10,10,10
214,5.514845,1.764565,1.17934,4.225029999999999,13534.8,105.65,2325.4,10,10,10,10,10,10,10
215,5.5155875000000005,1.7622274999999998,1.17116,4.22703,13535.2,105.625,2324.7,10,10,10,10,10,10,10
216,5.5163325,1.7598825000000002,1.16303,4.229080000000001,13535.1,105.625,2324.3,10,10,10,10,10,10,10
217,5.517087499999999,1.7575500000000002,1.15497,4.23113,13535.0,105.6,2323.6,10,10,10,10,10,10,10
218,5.517852500000001,1.755235,1.14697,4.233230000000001,13534.8,105.575,2322.7,10,10,10,10,10,10,10
219,5.5185949999999995,1.7529124999999997,1.13904,4.2353499999999995,13535.5,105.5,2321.8,10,10,10,10,10,10,10
220,5.519365,1.7506025,1.13118,4.23747,13534.7,105.4,2321.6,10,10,10,10,10,10,10
221,5.52013,1.7482925000000002,1.12337,4.239649999999999,13532.9,105.4,2321.6,10,10,10,10,10,10,10
222,5.520895,1.746,1.11563,4.241839999999999,13531.1,105.275,2321.2,10,10,10,10,10,10,10
223,5.521655000000001,1.7436924999999999,1.1079699999999997,4.244079999999999,13530.4,105.275,2320.4,10,10,10,10,10,10,10
224,5.5224225,1.7414224999999999,1.1003500000000002,4.24629,13528.5,105.2,2319.9,10,10,10,10,10,10,10
225,5.5232,1.7391375,1.0927799999999999,4.24855,13526.6,105.075,2319.2,10,10,10,10,10,10,10
226,5.523977499999999,1.7368774999999999,1.0853199999999998,4.250870000000001,13525.3,104.975,2318.9,10,10,10,10,10,10,10
227,5.5247649999999995,1.7345975000000002,1.07788,4.25314,13523.1,104.925,2318.7,10,10,10,10,10,10,10
228,5.5255475,1.7323350000000002,1.07051,4.25549,13521.1,104.875,2318.5,10,10,10,10,10,10,10
229,5.526317499999999,1.7300925,1.0632,4.25784,13519.3,104.825,2318.0,10,10,10,10,10,10,10
230,5.527112499999999,1.7278425,1.0559800000000001,4.26021,13517.6,104.725,2317.0,10,10,10,10,10,10,10
231,5.527912499999999,1.7256,1.0487800000000003,4.26262,13515.9,104.65,2316.6,10,10,10,10,10,10,10
232,5.5287025,1.7233574999999999,1.04165,4.26503,13514.3,104.425,2315.9,10,10,10,10,10,10,10
