,mean,mean,mean,mean,mean,count,count,count,count,count
,random_r,random_r1,sr1o,sro,zmscore,random_r,random_r1,sr1o,sro,zmscore
0,,,,,,,,,,
0,5.397039999999999,3.016182222222222,5.355840000000001,5.3970400000000005,0.7405077338218689,10,10,10,10,10
1,5.3968066666666665,2.9649844444444446,5.222260000000001,5.3264,0.7405077338218689,10,10,10,10,10
2,5.396617777777777,2.9300755555555553,5.13106,5.2776,0.7405077338218689,10,10,10,10,10
3,5.396462222222221,2.9022288888888887,5.057899999999999,5.2382,0.7405077338218689,10,10,10,10,10
4,5.396315555555557,2.878531111111111,4.99524,5.204420000000001,0.7405077338218689,10,10,10,10,10
5,5.396171111111111,2.8576288888888888,4.939640000000001,5.17442,0.7405077338218689,10,10,10,10,10
6,5.3960533333333345,2.838791111111111,4.889079999999999,5.1471599999999995,0.7405077338218689,10,10,10,10,10
7,5.395937777777778,2.821568888888889,4.84242,5.12212,0.7405077338218689,10,10,10,10,10
8,5.395835555555555,2.8056111111111113,4.79882,5.0988,0.7405077338218689,10,10,10,10,10
9,5.3957355555555555,2.7907066666666664,4.7577,5.076919999999999,0.7405077338218689,10,10,10,10,10
10,5.39564,2.7767088888888893,4.71868,5.05622,0.7405077338218689,10,10,10,10,10
11,5.3955577777777775,2.76346,4.68142,5.03662,0.7405077338218689,10,10,10,10,10
12,5.395488888888888,2.750871111111111,4.645700000000001,5.0179,0.7405077338218689,10,10,10,10,10
13,5.395417777777778,2.7388644444444443,4.6113,4.999979999999999,0.7405077338218689,10,10,10,10,10
14,5.395351111111111,2.727386666666667,4.57806,4.98278,0.7405077338218689,10,10,10,10,10
15,5.3952888888888895,2.7163555555555563,4.5459,4.96626,0.7405077338218689,10,10,10,10,10
16,5.395242222222222,2.7057422222222227,4.514660000000001,4.9503,0.7405077338218689,10,10,10,10,10
17,5.395186666666666,2.6955111111111107,4.48428,4.9348600000000005,0.7405077338218689,10,10,10,10,10
18,5.395146666666666,2.685624444444445,4.454680000000001,4.91996,0.7405077338218689,10,10,10,10,10
19,5.395115555555556,2.676053333333333,4.4257800000000005,4.90548,0.7405077338218689,10,10,10,10,10
20,5.395077777777777,2.6667733333333343,4.39756,4.8914,0.7405077338218689,10,10,10,10,10
21,5.395048888888889,2.657768888888889,4.3699400000000015,4.87772,0.7405077338218689,10,10,10,10,10
22,5.395024444444444,2.649011111111111,4.34286,4.864380000000001,0.7405077338218689,10,10,10,10,10
23,5.395011111111112,2.640488888888889,4.31634,4.8514,0.7405077338218689,10,10,10,10,10
24,5.394988888888889,2.632191111111111,4.29024,4.83876,0.7405077338218689,10,10,10,10,10
25,5.3949733333333345,2.624086666666667,4.264620000000001,4.82634,0.7405077338218689,10,10,10,10,10
26,5.394973333333334,2.616188888888889,4.23942,4.81426,0.7405077338218689,10,10,10,10,10
27,5.394962222222223,2.6084666666666667,4.214620000000001,4.80242,0.7405077338218689,10,10,10,10,10
28,5.3949711111111105,2.600924444444444,4.19018,4.7908599999999995,0.7405077338218689,10,10,10,10,10
29,5.394966666666667,2.593542222222222,4.1661,4.7794799999999995,0.7405077338218689,10,10,10,10,10
30,5.39498,2.586297777777778,4.14234,4.768380000000001,0.7405077338218689,10,10,10,10,10
31,5.394991111111112,2.579213333333333,4.11886,4.757440000000001,0.7405077338218689,10,10,10,10,10
32,5.395004444444444,2.5722733333333334,4.0957,4.74678,0.7405077338218689,10,10,10,10,10
33,5.395022222222222,2.5654577777777776,4.07282,4.736279999999999,0.7405077338218689,10,10,10,10,10
34,5.395035555555556,2.5587644444444444,4.050140000000001,4.72596,0.7405077338218689,10,10,10,10,10
35,5.395068888888889,2.552208888888889,4.027759999999999,4.71584,0.7405077338218689,10,10,10,10,10
36,5.395088888888889,2.545764444444444,4.005599999999999,4.7059,0.7405077338218689,10,10,10,10,10
37,5.395122222222222,2.539428888888889,3.98364,4.69612,0.7405077338218689,10,10,10,10,10
38,5.395153333333333,2.533206666666667,3.96192,4.6865000000000006,0.7405077338218689,10,10,10,10,10
39,5.395191111111111,2.5270688888888886,3.9403599999999996,4.677059999999999,0.7405077338218689,10,10,10,10,10
40,5.395226666666666,2.521062222222222,3.91898,4.667719999999999,0.7405077338218689,10,10,10,10,10
41,5.395264444444446,2.5151222222222223,3.8978199999999994,4.65856,0.7405077338218689,10,10,10,10,10
42,5.395311111111112,2.5092733333333337,3.8768199999999995,4.64954,0.7405077338218689,10,10,10,10,10
43,5.395360000000001,2.5035333333333334,3.8559400000000004,4.64066,0.7405077338218689,10,10,10,10,10
44,5.395413333333334,2.497871111111111,3.8352200000000005,4.631919999999999,0.7405077338218689,10,10,10,10,10
45,5.395457777777777,2.492282222222222,3.81468,4.62328,0.7405077338218689,10,10,10,10,10
46,5.395513333333334,2.4867800000000004,3.79426,4.614800000000001,0.7405077338218689,10,10,10,10,10
47,5.3955777777777785,2.4813555555555555,3.7739599999999998,4.60642,0.7405077338218689,10,10,10,10,10
48,5.395635555555555,2.476,3.7537800000000003,4.598179999999999,0.7405077338218689,10,10,10,10,10
49,5.3957,2.4707177777777773,3.7337199999999995,4.59004,0.7405077338218689,10,10,10,10,10
50,5.395757777777777,2.4655066666666663,3.7138,4.582039999999999,0.7405077338218689,10,10,10,10,10
51,5.395833333333334,2.460364444444444,3.694,4.5741,0.7405077338218689,10,10,10,10,10
52,5.395902222222223,2.45528,3.6743,4.5663,0.7405077338218689,10,10,10,10,10
53,5.395971111111111,2.4502711111111113,3.6547000000000005,4.558599999999999,0.7405077338218689,10,10,10,10,10
