,mean,mean,mean,mean,mean,mean,mean,mean,mean,count,count,count,count,count,count,count,count,count
,random_r,random_r1,sr1o,sro,zmrr,zmscore,zrandom_mrr,zrandom_rank,zrank,random_r,random_r1,sr1o,sro,zmrr,zmscore,zrandom_mrr,zrandom_rank,zrank
iteration,,,,,,,,,,,,,,,,,,
0,5.379215306122449,5.405435714285713,5.4047979591836715,5.379215306122449,1.0,0,1.0,1.0,1.0,98,98,98,98,98,98,98,98,98
1,5.35500918367347,5.331926530612244,5.287929591836739,5.314985714285714,0.5977556339541037,0,0.9469437775110043,1.3571428571428572,20.163265306122447,98,98,98,98,98,98,98,98,98
2,5.333635714285713,5.276076530612245,5.206466326530613,5.26892551020408,0.3418695736595171,0,0.8898689475790317,2.183673469387755,127.98979591836735,98,98,98,98,98,98,98,98,98
3,5.313991836734694,5.228485714285715,5.140359183673469,5.23129387755102,0.2535883104286184,0,0.7905015566362061,4.204081632653061,329.85714285714283,98,98,98,98,98,98,98,98,98
4,5.295589795918366,5.186043877551019,5.08328775510204,5.198723469387755,0.21217779070268175,0,0.6722900547354338,8.193877551020408,559.6530612244898,98,98,98,98,98,98,98,98,98
5,5.278176530612242,5.147264285714286,5.0323040816326525,5.169671428571431,0.17522974261851668,0,0.5681117540525225,15.260204081632653,730.6224489795918,98,98,98,98,98,98,98,98,98
6,5.26160306122449,5.111264285714286,4.9857469387755105,5.14325306122449,0.1572025814156505,0,0.5139948751455005,27.540816326530614,845.719387755102,98,98,98,98,98,98,98,98,98
7,5.245735714285715,5.077481632653062,4.942605102040817,5.1189122448979605,0.13192790801535084,0,0.4864058814703946,46.683673469387756,923.8775510204082,98,98,98,98,98,98,98,98,98
8,5.230501020408163,5.045533673469388,4.902157142857144,5.096283673469387,0.10735684671756994,0,0.40494702333920524,72.62244897959184,979.8775510204082,98,98,98,98,98,98,98,98,98
9,5.215834693877551,5.015129591836735,4.863922448979591,5.075080612244898,0.10180480373070586,0,0.3781389207998574,105.37755102040816,1022.2755102040817,98,98,98,98,98,98,98,98,98
10,5.20168163265306,4.986047959183673,4.827539795918367,5.055108163265307,0.08533545028903447,0,0.3480400074322785,140.1326530612245,1056.704081632653,98,98,98,98,98,98,98,98,98
11,5.188005102040816,4.958115306122447,4.792719387755102,5.036213265306123,0.07864709678053597,0,0.3166382117930667,174.51020408163265,1085.1224489795918,98,98,98,98,98,98,98,98,98
12,5.174767346938776,4.931203061224488,4.759246938775509,5.018273469387755,0.07368914770601773,0,0.3030027394927525,206.0204081632653,1110.1734693877552,98,98,98,98,98,98,98,98,98
13,5.161927551020407,4.905190816326532,4.726963265306121,5.001189795918369,0.07185180049663956,0,0.2775436704687493,235.9030612244898,1132.8367346938776,98,98,98,98,98,98,98,98,98
14,5.149486734693878,4.879984693877551,4.69570918367347,4.984881632653062,0.06576083301257482,0,0.25399649207280584,262.8979591836735,1153.5816326530612,98,98,98,98,98,98,98,98,98
15,5.137397959183676,4.85550612244898,4.665368367346941,4.969274489795918,0.06188208744480384,0,0.2406067487420432,287.16326530612247,1172.0969387755101,98,98,98,98,98,98,98,98,98
16,5.125658163265305,4.83168163265306,4.635850000000001,4.954326530612246,0.060110603684953086,0,0.22979270504422342,307.42857142857144,1188.7551020408164,98,98,98,98,98,98,98,98,98
17,5.114238775510202,4.808461224489796,4.607066326530611,4.939969387755103,0.05748401023597366,0,0.223223234221947,327.68367346938777,1202.5204081632653,98,98,98,98,98,98,98,98,98
18,5.103130612244898,4.785775510204083,4.578935714285714,4.926171428571431,0.05652067035085345,0,0.2119081438215955,345.7040816326531,1215.734693877551,98,98,98,98,98,98,98,98,98
19,5.092311224489795,4.763592857142859,4.551407142857144,4.912902040816325,0.055854483627647444,0,0.20208901311856092,362.0612244897959,1226.8979591836735,98,98,98,98,98,98,98,98,98
