,mean,mean,mean,mean,count,count,count,count
,random_r,random_r1,sr1o,sro,random_r,random_r1,sr1o,sro
74,9.325703999999998,0.46074000000000004,2.4917299999999996,10.014959999999999,10,10,10,10
75,9.340415000000002,0.45801100000000006,2.4606,10.038559999999999,10,10,10,10
76,9.355106,0.4553109999999999,2.42971,10.06214,10,10,10,10
77,9.369790999999998,0.45265500000000003,2.3991100000000003,10.08568,10,10,10,10
78,9.38445,0.450035,2.3686999999999996,10.109199999999998,10,10,10,10
79,9.399104,0.44743400000000005,2.3385100000000003,10.13269,10,10,10,10
80,9.413739000000001,0.44486800000000004,2.3084700000000007,10.156159999999998,10,10,10,10
81,9.428349999999998,0.442343,2.2786399999999998,10.17961,10,10,10,10
82,9.44295,0.4398439999999999,2.24897,10.203040000000001,10,10,10,10
83,9.457545,0.437371,2.21949,10.226460000000001,10,10,10,10
84,9.472109999999997,0.434936,2.1902,10.249860000000002,10,10,10,10
85,9.486664000000001,0.43252300000000005,2.1611200000000004,10.273259999999999,10,10,10,10
86,9.501205,0.430145,2.1322599999999996,10.296650000000001,10,10,10,10
87,9.515732000000002,0.4277849999999999,2.10365,10.320040000000002,10,10,10,10
88,9.530242,0.42545700000000003,2.0753399999999997,10.343390000000003,10,10,10,10
89,9.544742,0.423167,2.04733,10.366760000000001,10,10,10,10
90,9.559222,0.420889,2.01968,10.39012,10,10,10,10
91,9.573694000000001,0.418646,1.99243,10.413440000000001,10,10,10,10
92,9.588151,0.41642100000000004,1.96559,10.436749999999998,10,10,10,10
93,9.602598000000002,0.41422,1.9392200000000002,10.46009,10,10,10,10
94,9.617032000000002,0.41205299999999995,1.91332,10.48335,10,10,10,10
95,9.631452,0.409905,1.88795,10.506620000000002,10,10,10,10
96,9.645863,0.407778,1.8631199999999999,10.52987,10,10,10,10
97,9.660264999999999,0.405678,1.8388599999999997,10.553079999999998,10,10,10,10
98,9.674665000000001,0.403601,1.8151800000000002,10.57626,10,10,10,10
99,9.689052,0.40154100000000004,1.7921200000000002,10.599359999999999,10,10,10,10
