,mean,mean,mean,mean,mean,mean,mean,mean,mean,count,count,count,count,count,count,count,count,count
,random_r,random_r1,sr1o,sro,zmrr,zmscore,zrandom_mrr,zrandom_rank,zrank,random_r,random_r1,sr1o,sro,zmrr,zmscore,zrandom_mrr,zrandom_rank,zrank
iteration,,,,,,,,,,,,,,,,,,
0,5.379636999999999,5.3124030000000015,5.404765999999998,5.379636999999999,1.0,0,1.0,1.0,1.0,100,100,100,100,100,100,100,100,100
1,5.365088999999999,5.247320000000001,5.287308000000003,5.314668999999998,0.6035954070115818,0,0.9261547619047619,1.65,20.67,100,100,100,100,100,100,100,100,100
2,5.350157999999999,5.196624999999999,5.205522000000002,5.268170999999998,0.3501662950979021,0,0.877959935897436,3.84,134.11,100,100,100,100,100,100,100,100,100
3,5.335541000000001,5.152828999999997,5.1392,5.230234999999998,0.2530687600386383,0,0.7481239364303798,9.07,353.7,100,100,100,100,100,100,100,100,100
4,5.321333999999999,5.113425999999999,5.081971999999999,5.197419000000001,0.2087445859784406,0,0.5838682384425239,18.1,606.535,100,100,100,100,100,100,100,100,100
5,5.307554,5.077175000000001,5.030864999999998,5.168176,0.17236357180269743,0,0.4487765317844699,36.195,794.59,100,100,100,100,100,100,100,100,100
6,5.294174000000001,5.043358999999999,4.9842150000000025,5.141596000000001,0.15606710114139594,0,0.3886815645462898,64.365,918.01,100,100,100,100,100,100,100,100,100
7,5.281180000000002,5.011506,4.9409829999999975,5.117121,0.12459630771263734,0,0.3403070583315943,101.53,998.56,100,100,100,100,100,100,100,100,100
8,5.268559,4.981294,4.900471000000001,5.094369999999999,0.11052945328012032,0,0.2778847520322569,150.05,1055.225,100,100,100,100,100,100,100,100,100
9,5.256281000000001,4.952464999999999,4.862174999999998,5.073064999999999,0.10026670458639993,0,0.23860400701276152,207.94,1097.52,100,100,100,100,100,100,100,100,100
10,5.244334,4.924854999999999,4.825726999999999,5.053019000000001,0.0837597274014219,0,0.20666356395247557,271.7,1130.98,100,100,100,100,100,100,100,100,100
11,5.232703,4.898302,4.790857999999999,5.034054,0.07664427117116915,0,0.19359052913942829,337.27,1157.75,100,100,100,100,100,100,100,100,100
12,5.2213709999999995,4.872693999999998,4.757337999999999,5.016060000000003,0.07211253958756536,0,0.1711805952300291,403.92,1180.7,100,100,100,100,100,100,100,100,100
13,5.2103220000000015,4.847931999999999,4.7250060000000005,4.998931,0.07035704656437304,0,0.1453667356559011,469.1,1200.53,100,100,100,100,100,100,100,100,100
14,5.199547999999998,4.823932,4.6936979999999995,4.982585000000003,0.06951974889833658,0,0.13628757602068814,532.23,1218.46,100,100,100,100,100,100,100,100,100
15,5.1890410000000005,4.800629,4.663314000000002,4.966954,0.06727473329037605,0,0.13144226285349714,591.58,1234.19,100,100,100,100,100,100,100,100,100
16,5.178781,4.777953999999999,4.633752,4.951984000000002,0.05966986951015887,0,0.12714623474178033,648.89,1248.65,100,100,100,100,100,100,100,100,100
17,5.168769000000001,4.7558679999999995,4.604914999999999,4.937616000000001,0.05842411773251925,0,0.1196500878556098,699.73,1260.45,100,100,100,100,100,100,100,100,100
18,5.1589909999999986,4.7343139999999995,4.576738999999998,4.923811,0.05560680764547862,0,0.11289913121661929,746.835,1271.36,100,100,100,100,100,100,100,100,100
19,5.149444999999999,4.713248,4.549164000000001,4.910541999999997,0.055157673659118604,0,0.09372352014361479,788.225,1281.06,100,100,100,100,100,100,100,100,100
