,mean,mean,mean,mean,mean,mean,mean,count,count,count,count,count,count,count
,random_r,random_r1,sr1o,sro,zmscore,zrandom_rank,zrank,random_r,random_r1,sr1o,sro,zmscore,zrandom_rank,zrank
iteration,,,,,,,,,,,,,,
16,5.366307999999999,3.6332492499999995,4.671800999999999,4.9777569999999995,0.7406890815496445,30.35125,1222.21,100,100,100,100,100,100,100
17,5.365430499999999,3.61841775,4.645004000000003,4.9647539999999974,0.7406890815496445,36.4475,1233.69,100,100,100,100,100,100,100
18,5.36457775,3.6039532499999996,4.618885000000001,4.952273000000001,0.7406890815496445,43.3325,1242.86,100,100,100,100,100,100,100
19,5.363744250000001,3.5898282499999983,4.593380999999999,4.940298999999999,0.7406890815496445,50.455,1250.69,100,100,100,100,100,100,100
20,5.362939750000001,3.5760184999999995,4.5684450000000005,4.9287849999999995,0.7406890815496445,58.1375,1257.48,100,100,100,100,100,100,100
21,5.3621585000000005,3.5625032499999993,4.544030999999999,4.917711999999998,0.7406890815496445,65.94625,1263.06,100,100,100,100,100,100,100
22,5.361403750000002,3.5492654999999984,4.5201,4.907036,0.7406890815496445,74.015,1268.88,100,100,100,100,100,100,100
23,5.3606695,3.5362887500000006,4.496609000000001,4.896749,0.7406890815496445,81.8775,1274.03,100,100,100,100,100,100,100
24,5.359965999999998,3.5235492499999994,4.473546999999998,4.886826,0.7406890815496445,89.9525,1278.75,100,100,100,100,100,100,100
25,5.359282500000003,3.5110439999999987,4.450862000000003,4.877254,0.7406890815496445,97.5525,1283.92,100,100,100,100,100,100,100
26,5.358629250000002,3.498753750000002,4.428535,4.868001000000001,0.7406890815496445,105.47125,1288.65,100,100,100,100,100,100,100
27,5.358,3.4866755,4.406547,4.859070999999999,0.7406890815496445,113.255,1293.1,100,100,100,100,100,100,100
28,5.357396999999997,3.474787,4.384881,4.850429999999999,0.7406890815496445,121.18375,1297.04,100,100,100,100,100,100,100
29,5.356816499999997,3.463091,4.363499000000001,4.842081000000001,0.7406890815496445,128.7625,1300.98,100,100,100,100,100,100,100
30,5.356263749999997,3.451576250000002,4.342395999999998,4.834005000000001,0.7406890815496445,136.6725,1304.48,100,100,100,100,100,100,100
31,5.35573575,3.4402225000000004,4.321551,4.826182,0.7406890815496445,144.65,1307.67,100,100,100,100,100,100,100
32,5.355230499999997,3.4290385000000008,4.300944999999998,4.818610000000001,0.7406890815496445,152.76125,1310.88,100,100,100,100,100,100,100
33,5.354752000000001,3.4180077500000006,4.2805789999999995,4.811286999999999,0.7406890815496445,160.45625,1313.92,100,100,100,100,100,100,100
34,5.354303249999997,3.4071275,4.260421000000001,4.804189000000001,0.7406890815496445,168.75375,1317.13,100,100,100,100,100,100,100
35,5.353874500000001,3.3963920000000014,4.240468000000001,4.797315,0.7406890815496445,176.6,1320.11,100,100,100,100,100,100,100
36,5.353472249999999,3.3857947499999987,4.2207050000000015,4.790645999999998,0.7406890815496445,184.58375,1323.43,100,100,100,100,100,100,100
37,5.353092499999999,3.3753270000000004,4.201123000000001,4.784196,0.7406890815496445,192.43875,1326.53,100,100,100,100,100,100,100
38,5.352740249999999,3.3649934999999984,4.181705999999998,4.777942,0.7406890815496445,200.505,1329.96,100,100,100,100,100,100,100
39,5.3524087499999995,3.3547785,4.162453999999999,4.771877,0.7406890815496445,208.55625,1333.46,100,100,100,100,100,100,100
40,5.352106999999998,3.3446842499999985,4.143348999999998,4.766007,0.7406890815496445,216.39,1336.91,100,100,100,100,100,100,100
41,5.351827000000002,3.3347047499999984,4.12439,4.7603110000000015,0.7406890815496445,224.13875,1340.355,100,100,100,100,100,100,100
42,5.351569999999999,3.3248354999999994,4.105571,4.754782000000003,0.7406890815496445,231.96375,1344.06,100,100,100,100,100,100,100
43,5.351339249999999,3.3150760000000004,4.086870999999999,4.749424000000001,0.7406890815496445,239.98625,1347.68,100,100,100,100,100,100,100
44,5.351129750000002,3.305420749999999,4.068287000000001,4.744236999999999,0.7406890815496445,247.7975,1351.35,100,100,100,100,100,100,100
45,5.35094675,3.2958614999999987,4.049819,4.739201999999999,0.7406890815496445,255.58875,1355.05,100,100,100,100,100,100,100
46,5.350783499999998,3.2864079999999998,4.031466000000002,4.734324,0.7406890815496445,263.27,1359.04,100,100,100,100,100,100,100
47,5.350646249999996,3.277041500000001,4.013201,4.729586999999999,0.7406890815496445,270.97625,1363.3,100,100,100,100,100,100,100
48,5.350533999999998,3.2677732500000003,3.9950469999999996,4.724990000000002,0.7406890815496445,278.5425,1367.59,100,100,100,100,100,100,100
49,5.350442999999998,3.2585887499999986,3.976975,4.720542999999999,0.7406890815496445,286.135,1372.04,100,100,100,100,100,100,100
50,5.350378749999999,3.2494945000000013,3.958990000000002,4.716224999999999,0.737198395729065,293.71375,1376.315,100,100,100,100,100,100,100
51,5.350334,3.2404877500000002,3.941088999999999,4.712045,0.737198395729065,300.9425,1380.99,100,100,100,100,100,100,100
52,5.350314750000003,3.231557499999998,3.923260000000001,4.707985000000001,0.737198395729065,308.00625,1385.41,100,100,100,100,100,100,100
53,5.350320250000001,3.2227105000000007,3.905501000000001,4.704054999999999,0.737198395729065,315.21125,1389.82,100,100,100,100,100,100,100
54,5.350338999999998,3.213941,3.887814999999998,4.700234000000002,0.737198395729065,322.365,1394.21,100,100,100,100,100,100,100
55,5.35038875,3.2052442500000002,3.870183,4.696538000000001,0.737198395729065,329.27,1399.16,100,100,100,100,100,100,100
56,5.350458249999999,3.196623249999999,3.8526230000000004,4.692959999999999,0.737198395729065,336.03875,1403.67,100,100,100,100,100,100,100
57,5.350554250000001,3.188074249999999,3.835118999999998,4.689486999999998,0.737198395729065,342.42125,1408.18,100,100,100,100,100,100,100
58,5.35066975,3.179597249999999,3.817671,4.686128999999999,0.737198395729065,348.97625,1412.69,100,100,100,100,100,100,100
59,5.350807,3.171185500000001,3.8002689999999983,4.682872999999999,0.737198395729065,355.3425,1417.69,100,100,100,100,100,100,100
60,5.350964499999999,3.1628387499999993,3.7829269999999995,4.679715,0.737198395729065,361.3175,1422.93,100,100,100,100,100,100,100
61,5.351147749999996,3.1545624999999995,3.765630000000001,4.676671,0.737198395729065,367.3625,1427.89,100,100,100,100,100,100,100
62,5.351352000000004,3.1463479999999997,3.748372,4.673719000000002,0.737198395729065,373.32875,1433.81,100,100,100,100,100,100,100
63,5.3515802500000005,3.1381957499999995,3.731166999999999,4.670858999999999,0.737198395729065,379.08,1439.93,100,100,100,100,100,100,100
64,5.351827749999999,3.1300995,3.7139930000000017,4.6680899999999985,0.737198395729065,384.98,1446.44,100,100,100,100,100,100,100
65,5.35209675,3.1220695000000007,3.6968630000000013,4.665417,0.737198395729065,390.2575,1453.02,100,100,100,100,100,100,100
66,5.352385500000001,3.114093500000001,3.679784999999999,4.662831,0.737198395729065,395.73375,1459.98,100,100,100,100,100,100,100
67,5.352697250000001,3.106176500000002,3.6627300000000003,4.6603330000000005,0.737198395729065,400.87375,1467.78,100,100,100,100,100,100,100
68,5.353035000000001,3.098313,3.6457140000000017,4.657928000000001,0.737198395729065,405.87375,1475.93,100,100,100,100,100,100,100
69,5.353386000000004,3.0905042500000004,3.6287309999999993,4.655598000000001,0.737198395729065,410.60375,1484.16,100,100,100,100,100,100,100
70,5.3537609999999995,3.08275025,3.6117780000000006,4.653355999999999,0.737198395729065,415.37125,1492.81,100,100,100,100,100,100,100
71,5.354160500000002,3.075044750000001,3.594866,4.651186999999999,0.737198395729065,419.82625,1501.94,100,100,100,100,100,100,100
72,5.354577750000001,3.0673957499999993,3.577975999999999,4.649100000000002,0.737198395729065,424.15375,1510.18,100,100,100,100,100,100,100
73,5.355016749999999,3.0597932499999985,3.5611220000000015,4.647105000000002,0.737198395729065,428.53,1518.85,100,100,100,100,100,100,100
74,5.355475000000001,3.0522397500000005,3.5443020000000005,4.645167,0.737198395729065,432.58875,1527.38,100,100,100,100,100,100,100
75,5.35595725,3.044732750000001,3.5275109999999996,4.643306000000001,0.737198395729065,436.80125,1536.06,100,100,100,100,100,100,100
76,5.3564595,3.0372722500000005,3.5107449999999987,4.641528000000003,0.737198395729065,440.6825,1543.99,100,100,100,100,100,100,100
77,5.356977250000001,3.0298605000000003,3.494011000000001,4.639809000000002,0.737198395729065,444.68125,1551.75,100,100,100,100,100,100,100
78,5.3575225,3.022492249999999,3.477294000000001,4.638177,0.737198395729065,448.40875,1558.745,100,100,100,100,100,100,100
79,5.358084,3.0151647500000007,3.4606239999999997,4.6366000000000005,0.737198395729065,452.20125,1565.75,100,100,100,100,100,100,100
80,5.3586667499999985,3.007888250000001,3.443972,4.635103999999999,0.737198395729065,455.875,1572.71,100,100,100,100,100,100,100
81,5.359273249999998,3.0006505000000008,3.427348999999999,4.633665000000001,0.737198395729065,459.44125,1579.39,100,100,100,100,100,100,100
82,5.3598940000000015,2.993454499999999,3.4107559999999997,4.632297999999999,0.737198395729065,462.83125,1586.06,100,100,100,100,100,100,100
83,5.360536749999998,2.986301250000001,3.39419,4.630996,0.737198395729065,465.955,1592.685,100,100,100,100,100,100,100
84,5.361202250000002,2.9791817500000004,3.3776539999999993,4.629759,0.737198395729065,469.0575,1599.55,100,100,100,100,100,100,100
85,5.361884249999999,2.9721057500000017,3.361139000000001,4.6285810000000005,0.737198395729065,472.23,1606.81,100,100,100,100,100,100,100
86,5.3625872500000025,2.965068249999999,3.3446629999999993,4.627466,0.737198395729065,475.4325,1613.99,100,100,100,100,100,100,100
87,5.363307749999999,2.9580719999999996,3.328214999999999,4.6264150000000015,0.737198395729065,478.27875,1621.345,100,100,100,100,100,100,100
88,5.364050750000001,2.9511100000000003,3.3117999999999994,4.625424000000001,0.737198395729065,481.10375,1629.18,100,100,100,100,100,100,100
89,5.364814499999999,2.9441827499999986,3.295411,4.624500999999999,0.737198395729065,483.855,1636.35,100,100,100,100,100,100,100
90,5.36559325,2.9372932500000006,3.2790470000000003,4.623625999999999,0.737198395729065,486.62125,1643.75,100,100,100,100,100,100,100
91,5.3663925,2.9304409999999996,3.2627209999999995,4.622820999999998,0.737198395729065,489.1325,1651.16,100,100,100,100,100,100,100
92,5.3672167500000025,2.923621500000001,3.246423000000001,4.622073,0.737198395729065,491.69125,1659.15,100,100,100,100,100,100,100
93,5.3680525,2.91683225,3.2301579999999985,4.621367999999999,0.737198395729065,494.085,1666.16,100,100,100,100,100,100,100
94,5.368914000000001,2.910084,3.2139199999999994,4.620733,0.737198395729065,496.3975,1673.35,100,100,100,100,100,100,100
95,5.369791749999997,2.903363250000001,3.1977200000000017,4.620157,0.737198395729065,498.70875,1680.3,100,100,100,100,100,100,100
96,5.370684749999999,2.8966795000000003,3.1815539999999993,4.619628999999998,0.737198395729065,500.77375,1687.3,100,100,100,100,100,100,100
97,5.3716015,2.8900252499999994,3.1654210000000003,4.6191460000000015,0.737198395729065,502.96875,1693.66,100,100,100,100,100,100,100
98,5.3725415000000005,2.8833995000000012,3.1493179999999983,4.618728,0.737198395729065,504.9,1700.06,100,100,100,100,100,100,100
99,5.373494000000002,2.8768074999999986,3.1332520000000015,4.618365000000002,0.737198395729065,506.88375,1706.24,100,100,100,100,100,100,100
